logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols6
-2.429545704	1422859_a_at	-2.429545704	6.417047027	-3.067936389	0.006542208	0.444225944	-2.239949782	Rpl23
-2.427462697	1448160_at	-2.427462697	10.04820468	-3.43445016	0.002905352	0.327183893	-1.543008444	Lcp1
-2.410811052	1424824_at	-2.410811052	5.213481376	-2.893758468	0.00956834	0.515685405	-2.564965915	Slain1
-2.408660429	1449175_at	-2.408660429	8.28128806	-4.268820895	0.000448106	0.148389145	0.062251989	Gpr65
-2.404968171	1433575_at	-2.404968171	9.93906698	-2.126524831	0.047329062	0.809132589	-3.906832019	Sox4
-2.404095615	1423489_at	-2.404095615	7.977053792	-3.795936434	0.00129349	0.238744412	-0.846998947	Mmd
-2.398182502	1428939_s_at	-2.398182502	8.303259458	-2.108332138	0.049057252	0.809876247	-3.936175525	Gnaq
-2.394015989	1422532_at	-2.394015989	8.816444735	-3.180506288	0.005105902	0.401867209	-2.027447946	Xpc
-2.391231133	1450641_at	-2.391231133	11.54785621	-2.432056438	0.025503095	0.671506734	-3.394451143	Vim
-2.385866516	1419470_at	-2.385866516	6.945022679	-2.07205302	0.05267574	0.826183605	-3.99425969	Gnb4
-2.384465432	1433833_at	-2.384465432	7.640630664	-3.010843862	0.007414066	0.468960531	-2.347038413	Fndc3b
-2.372829852	1429104_at	-2.372829852	9.107793471	-3.403598334	0.003112208	0.341857091	-1.602152115	Limd2
-2.357097172	1417847_at	-2.357097172	7.686170521	-4.134052284	0.000605869	0.168431526	-0.195932565	Ulk2
-2.343495578	1432466_a_at	-2.343495578	9.378242496	-3.231591582	0.004560526	0.384915632	-1.930493692	Apoe
-2.340368039	1417978_at	-2.340368039	8.424945643	-2.249218591	0.037051979	0.750977915	-3.705336763	Eif4e3
-2.319049455	1450455_s_at	-2.319049455	6.873898976	-2.502940673	0.022009306	0.636250398	-3.270875868	NA
-2.316734225	1417523_at	-2.316734225	7.822045442	-2.665287097	0.015632457	0.591504121	-2.982261868	Plek
-2.307416493	1416257_at	-2.307416493	7.813860947	-2.571033424	0.019081688	0.624887584	-3.150724507	Capn2
-2.305316926	1448729_a_at	-2.305316926	5.608794705	-2.956269776	0.00835228	0.491061708	-2.448914533	Sept4
-2.303503472	1435560_at	-2.303503472	9.503245154	-2.75637384	0.012869284	0.551255563	-2.817301004	Itgal
-2.300427191	1443894_at	-2.300427191	10.77284196	-3.74473427	0.00145093	0.253271581	-0.945757242	Evi2a
-2.294550965	1452016_at	-2.294550965	11.9811894	-4.015862119	0.000789679	0.18979772	-0.423126169	Alox5ap
-2.289871702	1419123_a_at	-2.289871702	5.577654763	-5.557400653	2.67E-05	0.049241778	2.437014352	Pdgfc
-2.256289368	1419603_at	-2.256289368	5.534997985	-2.549759829	0.019954305	0.628280598	-3.188408061	Ifi204
-2.255942232	1426808_at	-2.255942232	10.70139472	-2.841138753	0.010722852	0.535381765	-2.662077446	Lgals3
-2.250853004	1450036_at	-2.250853004	8.486664981	-4.496070128	0.000269956	0.121330309	0.494700945	Sgk3
-2.239323276	1428479_at	-2.239323276	7.436082313	-1.90457624	0.072697493	0.900541189	-4.254507332	Nfatc1
-2.235300368	1435697_a_at	-2.235300368	10.50623695	-3.33714585	0.003608328	0.36780937	-1.72930793	Cytip
-2.235138923	1448169_at	-2.235138923	3.176565578	-2.940950794	0.00863567	0.496066384	-2.477419577	Krt18
-2.224494493	1433725_at	-2.224494493	7.140951391	-4.951828737	9.87E-05	0.070937521	1.346742098	Acvr1b
-2.220966942	1456174_x_at	-2.220966942	9.00721546	-2.871426227	0.010042891	0.523282444	-2.60624775	Ndrg1
-2.218211873	1427368_x_at	-2.218211873	8.609023933	-2.310338672	0.032738839	0.723467289	-3.602750466	Fes
-2.211400671	1458341_x_at	-2.211400671	6.898810044	-2.121359846	0.047813983	0.809343956	-3.915177269	Pde5a
-2.209149806	1451206_s_at	-2.209149806	11.07669684	-3.578257611	0.002106932	0.296236823	-1.266616977	Cytip
-2.208561117	1435353_a_at	-2.208561117	7.688482204	-3.101177561	0.006081413	0.435713637	-2.177376619	NA
-2.208138144	1436100_at	-2.208138144	6.475827731	-1.940245573	0.067938829	0.885154064	-4.200212513	Sh2d5
-2.199599468	1415983_at	-2.199599468	13.03324019	-3.304129729	0.003882982	0.36780937	-1.792349341	Lcp1
-2.199005182	1434940_x_at	-2.199005182	10.17658247	-3.274835624	0.004143803	0.370413653	-1.848200739	Rgs19
-2.188928146	1426915_at	-2.188928146	5.754240336	-2.189287369	0.041784447	0.78132826	-3.80452538	Dapk1
-2.187893013	1423100_at	-2.187893013	7.47091152	-2.113784883	0.048533348	0.809343956	-3.927395639	Fos
-2.180603328	1450350_a_at	-2.180603328	8.529274193	-2.479983884	0.02308829	0.645841132	-3.31107028	Jdp2
-2.177920589	1427889_at	-2.177920589	8.095813128	-2.232316351	0.038334099	0.763224794	-3.733454403	Spna2
-2.166300727	1420851_at	-2.166300727	4.972237584	-2.668285788	0.015533105	0.590449587	-2.976863662	Pard6g
-2.164104364	1417240_at	-2.164104364	9.393967575	-1.668009724	0.112356654	0.99565687	-4.59755054	Zyx
-2.160936776	1435375_at	-2.160936776	7.639779148	-3.749925751	0.001434133	0.253271581	-0.935744368	Fam105a
-2.159733612	1423233_at	-2.159733612	9.594006004	-2.777008389	0.01231169	0.546813897	-2.779659493	Cebpd
-2.15906628	1449269_at	-2.15906628	8.115734311	-1.738209406	0.09899364	0.971596847	-4.498986333	F5
-2.157348293	1445687_at	-2.157348293	7.466146485	-1.944440954	0.06739775	0.882985952	-4.193784874	Gm885
-2.157230761	1424410_at	-2.157230761	4.304707656	-6.91822141	1.67E-06	0.009413138	4.669247989	Ttc8
-2.155982003	1419194_s_at	-2.155982003	11.20080997	-4.141983499	0.000595199	0.168431526	-0.180709655	Gmfg
-2.152073508	1434684_at	-2.152073508	8.495971427	-1.801097803	0.08821185	0.946540728	-4.408320214	Rin3
-2.148764494	1454713_s_at	-2.148764494	8.136159377	-2.422539211	0.026009963	0.671506734	-3.410920311	Hdc
-2.144957159	1417150_at	-2.144957159	5.839020725	-1.720425231	0.102242381	0.977658347	-4.524224408	Slc6a4
-2.143008571	1431299_a_at	-2.143008571	8.715750544	-4.014385697	0.000792299	0.18979772	-0.425967819	Ppp1r18
-2.142571463	1423182_at	-2.142571463	8.623643143	-2.978409059	0.007958568	0.485666785	-2.407646359	Tnfrsf13b
-2.140745303	1416301_a_at	-2.140745303	5.406187916	-3.054799978	0.006733525	0.449927368	-2.264633698	Ebf1
-2.138173619	1423679_at	-2.138173619	3.972736679	-2.391065647	0.027754093	0.684190325	-3.46516967	Tmem246
-2.129709375	1448436_a_at	-2.129709375	8.156148443	-2.276662611	0.035054168	0.739091533	-3.659447804	Irf1
-2.119959911	1426664_x_at	-2.119959911	4.911726931	-3.572682642	0.002133382	0.296236823	-1.277349333	Slc45a3
-2.107778426	1420505_a_at	-2.107778426	4.196132213	-2.635450247	0.016654518	0.600599363	-3.035847423	Stxbp1
-2.098269551	1438781_at	-2.098269551	7.578272275	-3.246970431	0.004407822	0.378837143	-1.901249995	Tet2
-2.097564653	1448301_s_at	-2.097564653	9.200975249	-2.062530474	0.05366475	0.826183605	-4.0094088	Serpinb1a
-2.090093676	1427040_at	-2.090093676	6.92974176	-2.697295366	0.014602525	0.577890447	-2.924524028	Mdfic
-2.090092692	1449127_at	-2.090092692	9.918268485	-2.563456252	0.019388272	0.62548009	-3.1641614	Selplg
-2.089849887	1449131_s_at	-2.089849887	7.947222578	-2.624790155	0.017034847	0.600599363	-3.054935827	Cd1d1
